City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
linqiong,30.4159,103.4609,55,93,0,2.48,,1612663766
tarskoye,42.967,44.7711,32,86,75,6.71,,1612663791
praxedis guerrero,31.3667,-106.0167,55.99,14,1,6.91,,1612663791
le port,-20.9373,55.2919,75.2,88,75,10.36,,1612663791
prince rupert,54.3161,-130.3201,41,81,90,8.05,,1612663792
parola,20.8833,75.1167,58.8,35,0,5.57,,1612663792
shostka,51.863,33.4698,-4.18,92,40,6.91,,1612663704
srivardhan,18.0333,73.0167,72.21,35,0,7.58,,1612663792
sorland,67.667,12.6934,35.4,79,11,17.87,,1612663071
dryden,49.7833,-92.7503,-16.6,69,90,18.41,,1612663793
waiuku,-37.25,174.75,75.99,50,75,5.75,,1612663793
saurimo,-9.6608,20.3916,65.05,96,100,4.12,,1612663793
farrukhnagar,17.0778,78.2011,66,82,68,4.61,,1612663793
mingaora,34.7758,72.3625,46.29,41,0,6.11,,1612663794
byron bay,-28.65,153.6167,86,58,99,8.05,,1612663329
zapolyarnyy,69.4154,30.8136,24.8,86,100,24.16,,1612663794
gemena,3.25,19.7667,71.06,60,40,0.56,,1612663794
ust-nera,64.5667,143.2,-20.11,77,30,5.39,,1612663795
toliary,,,,,,,,
pauini,-7.7136,-66.9764,74.48,96,99,2.28,,1612663795
sept-iles,50.2001,-66.3821,26.6,74,100,11.5,,1612663264
iberia,29.9502,-91.7507,57.2,94,90,3.44,,1612663289
morada nova,-5.1067,-38.3725,76.17,82,0,4.18,,1612663796
natchitoches,31.7668,-93.1335,51.8,87,90,9.22,,1612663796
labutta,,,,,,,,
okato,-39.2,173.8833,71.01,70,50,8.99,,1612663796
tilichiki,60.4667,166.1,18.03,88,100,17.92,,1612663469
dasoguz,41.8363,59.9666,37.4,93,90,2.3,,1612663797
edson,53.5835,-116.4356,-11.2,77,1,4.61,,1612663797
datong,40.0936,113.2914,23.23,79,0,4.9,,1612663797
tlahualilo,,,,,,,,
korla,41.7597,86.1469,27.3,83,59,2.01,,1612663797
goya,-29.14,-59.2626,68.86,59,0,6.13,,1612663798
bani walid,31.7566,13.9942,65.86,26,100,11.74,,1612663798
puerto cortes,,,,,,,,
segezha,63.7415,34.3222,13.1,97,99,6.24,,1612663798
pangai,-19.8,-174.35,80.13,83,100,22.01,,1612663799
kathmandu,27.7167,85.3167,35.6,100,20,3.44,,1612663372
kismayo,-0.3582,42.5454,75.58,86,0,11.86,,1612663575
kunda,25.7167,81.5167,49.73,70,0,6.26,,1612663799
kavieng,-2.5744,150.7967,85.33,64,29,2.33,,1612663782
neftcala,39.3742,49.2472,45.7,84,100,8.61,,1612663800
contamana,-7.3333,-75.0167,74.77,94,98,0.87,,1612663800
suntar,62.1444,117.6319,-14.44,89,100,2.82,,1612663800
nicholasville,37.8806,-84.573,33.8,69,75,4.85,,1612663800
ostrovnoy,68.0531,39.5131,8.35,92,100,10.76,,1612663801
mandalgovi,45.7625,106.2708,8.37,84,0,6.02,,1612663801
yarada,17.65,83.2667,71.76,61,0,5.12,,1612663801
wanning,18.8003,110.3967,72.27,75,22,4.23,,1612663801
anekal,12.7,77.7,55.4,88,97,1.14,,1612663802
gogrial,8.5332,28.1004,60.94,30,0,6.58,,1612663802
harper,4.375,-7.7169,79.03,88,5,8.21,,1612663750
zemetchino,53.4973,42.6163,-4.27,90,100,10.36,,1612663802
svetlogorsk,52.6333,29.7333,0.09,93,3,5.23,,1612663301
danilov,58.1908,40.1717,-8.59,90,100,8.9,,1612663803
zaysan,47.4667,84.8667,21.04,87,98,1.52,,1612663803
calvinia,-31.4707,19.776,60.21,78,0,3.56,,1612663803
bilma,18.6853,12.9164,60.03,29,19,6.26,,1612663319
addanki,15.8167,79.9833,66.76,83,100,3.94,,1612663804
iskateley,67.6803,53.1512,-24.36,85,99,12.44,,1612663804
spornoye,50.8448,37.2913,5,78,40,13.42,,1612663805
aquiraz,-3.9014,-38.3911,80.6,78,40,6.91,,1612663805
fort-shevchenko,44.5086,50.263,39.33,74,86,14.83,,1612663766
wum,6.3833,10.0667,66.13,27,26,2.62,,1612663805
cangzhou,38.3167,116.8667,35.8,74,0,12.44,,1612663806
xining,36.6167,101.7667,25.27,63,97,1.97,,1612663475
kalianget,-7.05,113.9333,83.52,76,7,13.78,,1612663806
fortuna foothills,32.6578,-114.4119,70,22,1,8.05,,1612663806
alofi,-19.0595,-169.9187,86,70,100,12.66,,1612663788
binabalian,16.4202,119.9279,80.71,76,75,12.08,,1612663807
guaruja,-23.9931,-46.2564,78.01,26,63,7.49,,1612663807
livingston,55.9029,-3.5226,37,75,90,19.57,,1612663384
iqaluit,63.7506,-68.5145,26.6,68,90,11.5,,1612663439
iracoubo,5.4802,-53.2011,76.96,88,100,13.44,,1612663808
qasigiannguit,68.8193,-51.1922,26.6,43,0,27.63,,1612663569
del rio,29.3627,-100.8968,64.4,19,1,5.75,,1612663808
manicore,-5.8092,-61.3003,73.6,95,83,0.6,,1612663808
kapit,2.0167,112.9333,75.79,94,100,1.52,,1612663750
felidhoo,,,,,,,,
fairbanks,64.8378,-147.7164,-5.01,84,90,1.34,,1612663606
disna,55.568,28.1971,-2.94,92,19,5.79,,1612663809
santa lucia,27.9117,-15.5407,60.01,82,40,5.75,,1612663809
san luis,-33.295,-66.3356,72.37,39,0,7.87,,1612663377
acari,-15.4311,-74.6158,72.73,70,100,3.38,,1612663810
aleksandrov gay,50.147,48.5704,17.2,89,71,14.88,,1612663810
ulkan,57.243,107.3223,10.53,93,100,8.21,,1612663811
eregli,37.5133,34.0467,43.02,57,0,1.1,,1612663568
samusu,,,,,,,,
soligalich,59.0778,42.2864,-10.12,89,100,8.43,,1612663811
samarai,-10.6167,150.6667,86.45,68,51,4.09,,1612663431
leningradskiy,69.3833,178.4167,-10.28,74,0,5.77,,1612663443
lashio,22.9333,97.75,60.31,90,74,0.54,,1612663812
cravo norte,6.3017,-70.2041,83.21,57,38,5.28,,1612663812
shitanjing,39.2342,106.3439,28.63,76,0,1.07,,1612663812
nome,64.5011,-165.4064,17.6,73,90,3.44,,1612663245
skalistyy,,,,,,,,
pisco,-13.7,-76.2167,71.6,83,75,9.22,,1612663052
porgera,-5.4667,143.2,52.45,95,100,1.16,,1612663813
vila velha,-20.3297,-40.2925,82.99,88,90,5.75,,1612663814
avera,33.194,-82.5271,41,90,90,9.22,,1612663272
maarianhamina,60.0973,19.9348,1.4,92,0,2.3,,1612663814
tabou,4.423,-7.3528,78.53,90,0,7.31,,1612663130
shizunai,42.3339,142.3669,30.96,89,100,10.11,,1612663814
ramon,16.7842,121.535,78.17,82,91,3.06,,1612663815
kongoussi,13.3258,-1.5347,75.38,20,96,7.05,,1612663570
bima,-8.4667,118.7167,85.39,70,19,4,,1612663815
aljezur,37.3191,-8.8033,52,49,78,5.01,,1612663815
douala,4.0483,9.7043,78.8,100,75,2.3,,1612663816
haukipudas,65.1765,25.3523,15.8,86,0,11.5,,1612663816
gorontalo,0.5412,123.0595,85.71,67,99,3.8,,1612663816
umzimvubu,,,,,,,,
galveston,29.3669,-94.9669,59,94,1,7.81,,1612663315
mandan,46.8267,-100.8896,-5.8,64,1,5.75,,1612663817
bubaque,11.2833,-15.8333,78.51,53,51,23.53,,1612663402
mocuba,-16.8392,36.9856,73.51,96,100,3.11,,1612663817
leeuwarden,53.2014,5.8086,30,59,90,27.63,,1612663610
bolungarvik,,,,,,,,
kloulklubed,7.0419,134.2556,82.4,89,75,14.97,,1612663818
quatre cocos,-20.2078,57.7625,75,86,4,3,,1612663360
tadine,-21.55,167.8833,81.97,73,35,5.19,,1612663268
saint-georges,12.0564,-61.7485,78.8,73,20,11.5,,1612663819
vardo,70.3705,31.1107,27.23,92,100,29.21,,1612663384
palabuhanratu,,,,,,,,
ust-bolsheretsk,,,,,,,,
attawapiskat,,,,,,,,
guanica,17.9716,-66.908,73.99,69,100,6.08,,1612663820
san felipe,10.3399,-68.7425,71.31,89,100,6.76,,1612663820
cheuskiny,,,,,,,,
altonia,,,,,,,,
huicheng,23.0385,116.2899,62.6,77,75,4.47,,1612663820
buraydah,26.326,43.975,48.2,100,75,6.91,,1612663331
el progreso,15.4,-87.8,78.01,86,0,0.76,,1612663821
talara,-4.5772,-81.2719,74.14,81,95,12.26,,1612663821
toamasina,-18.1667,49.3833,75.2,94,20,6.55,,1612663821
tereze,43.9361,42.4434,33.8,93,90,4.47,,1612663822
isla mujeres,21.2311,-86.731,80.01,89,1,11.5,,1612663781
okmulgee,35.6234,-95.9605,35.6,75,90,12.66,,1612663822
safaga,26.7292,33.9365,59,63,0,8.05,,1612663822
le vauclin,14.5452,-60.8388,73.4,94,75,19.57,,1612663823
rolim de moura,,,,,,,,
inhambane,-23.865,35.3833,76.26,88,93,6.69,,1612663823
kampot,10.6167,104.1833,75.2,94,40,1.14,,1612663571
khani,41.9563,42.9566,46.4,81,0,12.66,,1612663343
karabulak,43.3036,44.8964,32,86,98,6.71,,1612663824
deputatskiy,69.3,139.9,-31.61,84,9,1.25,,1612663276
fare,-16.7,-151.0167,82.51,68,2,10.8,,1612663290
tabas,33.5959,56.9244,46.4,27,23,6.91,,1612663824
pevek,69.7008,170.3133,-6.57,87,0,4.9,,1612663309
taltal,-25.4,-70.4833,63.73,75,3,4.47,,1612663825
raudeberg,61.9875,5.1352,24.01,68,0,8.05,,1612663825
lerwick,60.1545,-1.1494,33.8,60,90,18.41,,1612663800
borodino,55.9106,94.8983,17.29,94,100,6.24,,1612663825
